word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
medical,False,WSJ,1041,500,11,500,100,True,OK,,474
mellon,False,WSJ,191,191,11,191,100,True,OK,,188
member,False,WSJ,425,425,11,425,100,True,OK,,420
memo,False,WSJ,143,143,11,143,100,True,OK,,140
mention,False,WSJ,152,152,11,152,100,True,OK,,152
merely,False,WSJ,156,156,11,156,100,True,OK,,156
method,False,WSJ,155,155,11,155,100,True,OK,,154
mexico,False,WSJ,218,218,11,218,100,True,OK,,209
mi,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mich,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
michael,False,WSJ,486,486,11,486,100,True,OK,,486
michigan,False,WSJ,119,119,11,119,100,True,OK,,113
mid,False,WSJ,159,159,11,159,100,True,OK,,156
middle-class,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
might,False,WSJ,3316,500,11,500,100,True,OK,,492
millions,False,WSJ,967,500,11,500,100,True,OK,,492
minds,False,WSJ,200,200,11,200,100,True,OK,,198
ministry,False,WSJ,162,162,11,162,100,True,OK,,152
minority,False,WSJ,161,161,11,161,100,True,OK,,160
minutes,False,WSJ,483,483,11,483,100,True,OK,,461
mirror,False,WSJ,119,119,11,119,100,True,OK,,115
miss,False,WSJ,187,187,11,187,100,True,OK,,183
missiles,False,WSJ,142,142,11,142,100,True,OK,,133
mistral,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mix,False,WSJ,228,228,11,228,100,True,OK,,228
mixed,False,WSJ,182,182,11,182,100,True,OK,,182
mobility,False,WSJ,157,157,11,157,100,True,OK,,153
modern,False,WSJ,425,425,11,425,100,True,OK,,423
molecular,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
monster,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
moore,False,WSJ,183,183,11,183,100,True,OK,,174
move,False,WSJ,1584,500,11,500,100,True,OK,,491
movements,False,WSJ,154,154,11,154,100,True,OK,,152
multinational,False,WSJ,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
muscle,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
named,False,WSJ,473,473,11,473,100,True,OK,,468
narrow,False,WSJ,168,168,11,168,100,True,OK,,168
natural,False,WSJ,537,500,11,500,100,True,OK,,495
nbc,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
nearby,False,WSJ,173,173,11,173,100,True,OK,,173
nearly,False,WSJ,2163,500,11,500,100,True,OK,,486
necessary,False,WSJ,378,378,11,378,100,True,OK,,375
networking,False,WSJ,156,156,11,156,100,True,OK,,154
networks,False,WSJ,950,500,11,500,100,True,OK,,485
newly,False,WSJ,169,169,11,169,100,True,OK,,169
nod,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
none,False,WSJ,274,274,11,274,100,True,OK,,273
nonprofit,False,WSJ,442,442,11,442,100,True,OK,,437
norm,False,WSJ,52,52,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
northwestern,False,WSJ,62,62,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
norway,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
novel,False,WSJ,298,298,11,298,100,True,OK,,295
november,False,WSJ,614,500,11,500,100,True,OK,,499
now,False,WSJ,6332,500,11,500,100,True,OK,,495
number,False,WSJ,1837,500,11,500,100,True,OK,,489
numbers,False,WSJ,495,495,11,495,100,True,OK,,489
numerous,False,WSJ,138,138,11,138,100,True,OK,,138
obviously,False,WSJ,130,130,11,130,100,True,OK,,128
occasion,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
offers,False,WSJ,696,500,11,500,100,True,OK,,499
ohio,False,WSJ,142,142,11,142,100,True,OK,,137
oil,False,WSJ,607,500,11,500,100,True,OK,,459
ok,False,WSJ,160,160,11,160,100,True,OK,,159
open-source,False,WSJ,238,238,11,238,100,True,OK,,233
oppenheimer,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
opposing,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
opposite,False,WSJ,170,170,11,170,100,True,OK,,170
optimism,False,WSJ,166,166,11,166,100,True,OK,,166
order,False,WSJ,841,500,11,500,100,True,OK,,497
ordered,False,WSJ,157,157,11,157,100,True,OK,,157
ore,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
organizations,False,WSJ,425,425,11,425,100,True,OK,,418
ourselves,False,WSJ,171,171,11,171,100,True,OK,,171
over,False,WSJ,6753,500,11,500,100,True,OK,,486
oversees,False,WSJ,123,123,11,123,100,True,OK,,123
own,False,WSJ,3546,500,11,500,100,True,OK,,491
oxford,False,WSJ,181,181,11,181,100,True,OK,,172
pacific,False,WSJ,135,135,11,135,100,True,OK,,127
paid,False,WSJ,701,500,11,500,100,True,OK,,495
pandemic,False,WSJ,1305,500,11,500,100,True,OK,,494
pants,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
parental,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
parents,False,WSJ,416,416,11,416,100,True,OK,,401
part,False,WSJ,3181,500,11,500,100,True,OK,,489
partially,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pattern,False,WSJ,162,162,11,162,100,True,OK,,156
patterns,False,WSJ,593,500,11,500,100,True,OK,,483
payment,False,WSJ,209,209,11,209,100,True,OK,,202
pentagon,False,WSJ,428,428,11,428,100,True,OK,,420
perception,False,WSJ,91,91,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
perfect,False,WSJ,255,255,11,255,100,True,OK,,253
performance,False,WSJ,1081,500,11,500,100,True,OK,,495
performs,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
permanently,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
permitted,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
personal,False,WSJ,1281,500,11,500,100,True,OK,,495
personally,False,WSJ,144,144,11,144,100,True,OK,,144
phase,False,WSJ,179,179,11,179,100,True,OK,,174
philanthropic,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
philippines,False,WSJ,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
philosophical,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
physical,False,WSJ,573,500,11,500,100,True,OK,,488
pichai,False,WSJ,254,254,11,254,100,True,OK,,251
picked,False,WSJ,167,167,11,167,100,True,OK,,166
picking,False,WSJ,190,190,11,190,100,True,OK,,190
picks,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pill,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pitch,False,WSJ,198,198,11,198,100,True,OK,,196
pittsburgh,False,WSJ,159,159,11,159,100,True,OK,,158
pixel,False,WSJ,171,171,11,171,100,True,OK,,161
plane,False,WSJ,143,143,11,143,100,True,OK,,141
playing,False,WSJ,459,459,11,459,100,True,OK,,451
pleasure,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pledged,False,WSJ,162,162,11,162,100,True,OK,,162
point,False,WSJ,1401,500,11,500,100,True,OK,,479
politician,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pool,False,WSJ,199,199,11,199,100,True,OK,,196
pop,False,WSJ,141,141,11,141,100,True,OK,,140
popular,False,WSJ,862,500,11,500,100,True,OK,,495
popularity,False,WSJ,187,187,11,187,100,True,OK,,186
porn,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
portable,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
portion,False,WSJ,185,185,11,185,100,True,OK,,182
pose,False,WSJ,146,146,11,146,100,True,OK,,146
posing,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
position,False,WSJ,667,500,11,500,100,True,OK,,497
possible,False,WSJ,1246,500,11,500,100,True,OK,,487
possibly,False,WSJ,165,165,11,165,100,True,OK,,165
posted,False,WSJ,704,500,11,500,100,True,OK,,494
potential,False,WSJ,2109,500,11,500,100,True,OK,,494
practical,False,WSJ,128,128,11,128,100,True,OK,,127
practice,False,WSJ,435,435,11,435,100,True,OK,,435
precisely,False,WSJ,140,140,11,140,100,True,OK,,140
precision,False,WSJ,167,167,11,167,100,True,OK,,167
predicting,False,WSJ,169,169,11,169,100,True,OK,,166
predictions,False,WSJ,277,277,11,277,100,True,OK,,272
prefer,False,WSJ,160,160,11,160,100,True,OK,,157
preferred,False,WSJ,199,199,11,199,100,True,OK,,196
prepared,False,WSJ,165,165,11,165,100,True,OK,,165
preparing,False,WSJ,200,200,11,200,100,True,OK,,199
presentation,False,WSJ,167,167,11,167,100,True,OK,,166
presenting,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pressure,False,WSJ,747,500,11,500,100,True,OK,,499
pretend,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
prevent,False,WSJ,450,450,11,450,100,True,OK,,448
prevented,False,WSJ,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
principles,False,WSJ,209,209,11,209,100,True,OK,,205
priorities,False,WSJ,181,181,11,181,100,True,OK,,181
privacy,False,WSJ,1123,500,11,500,100,True,OK,,472
private,False,WSJ,1208,500,11,500,100,True,OK,,491
pro,False,WSJ,250,250,11,250,100,True,OK,,235
problem,False,WSJ,1398,500,11,500,100,True,OK,,493
process,False,WSJ,1567,500,11,500,100,True,OK,,494
processed,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
processing,False,WSJ,641,500,11,500,100,True,OK,,492
producer,False,WSJ,123,123,11,123,100,True,OK,,120
produces,False,WSJ,145,145,11,145,100,True,OK,,143
professors,False,WSJ,168,168,11,168,100,True,OK,,168
profile,False,WSJ,185,185,11,185,100,True,OK,,177
programmed,False,WSJ,134,134,11,134,100,True,OK,,133
programming,False,WSJ,238,238,11,238,100,True,OK,,235
programs,False,WSJ,945,500,11,500,100,True,OK,,491
prominent,False,WSJ,173,173,11,173,100,True,OK,,173
promotes,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
prompts,False,WSJ,217,217,11,217,100,True,OK,,213
prop,False,WSJ,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
prospect,False,WSJ,153,153,11,153,100,True,OK,,153
protect,False,WSJ,444,444,11,444,100,True,OK,,441
protecting,False,WSJ,133,133,11,133,100,True,OK,,132
protections,False,WSJ,157,157,11,157,100,True,OK,,157
prove,False,WSJ,283,283,11,283,100,True,OK,,282
publicly,False,WSJ,429,429,11,429,100,True,OK,,429
purposes,False,WSJ,170,170,11,170,100,True,OK,,170
push,False,WSJ,838,500,11,500,100,True,OK,,497
puts,False,WSJ,185,185,11,185,100,True,OK,,185
qatar,False,WSJ,26,26,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
quantum,False,WSJ,357,357,11,357,100,True,OK,,298
racing,False,WSJ,155,155,11,155,100,True,OK,,154
raise,False,WSJ,674,500,11,500,100,True,OK,,497
raised,False,WSJ,1121,500,11,500,100,True,OK,,495
raises,False,WSJ,160,160,11,160,100,True,OK,,160
ran,False,WSJ,246,246,11,246,100,True,OK,,245
range,False,WSJ,792,500,11,500,100,True,OK,,493
ranging,False,WSJ,203,203,11,203,100,True,OK,,203
ranks,False,WSJ,179,179,11,179,100,True,OK,,178
rare,False,WSJ,267,267,11,267,100,True,OK,,263
rarely,False,WSJ,166,166,11,166,100,True,OK,,166
rate,False,WSJ,1288,500,11,500,100,True,OK,,483
rather,False,WSJ,1302,500,11,500,100,True,OK,,497
raymond,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reach,False,WSJ,712,500,11,500,100,True,OK,,493
reaches,False,WSJ,63,63,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reaction,False,WSJ,135,135,11,135,100,True,OK,,135
realities,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
realize,False,WSJ,169,169,11,169,100,True,OK,,169
reason,False,WSJ,765,500,11,500,100,True,OK,,497
recommend,False,WSJ,143,143,11,143,100,True,OK,,141
recommended,False,WSJ,122,122,11,122,100,True,OK,,122
recovered,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
referred,False,WSJ,121,121,11,121,100,True,OK,,121
refined,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reflects,False,WSJ,193,193,11,193,100,True,OK,,191
refuse,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
registration,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
regulators,False,WSJ,804,500,11,500,100,True,OK,,493
rejected,False,WSJ,129,129,11,129,100,True,OK,,129
relative,False,WSJ,238,238,11,238,100,True,OK,,235
relied,False,WSJ,139,139,11,139,100,True,OK,,139
relying,False,WSJ,176,176,11,176,100,True,OK,,175
remain,False,WSJ,661,500,11,500,100,True,OK,,500
remains,False,WSJ,719,500,11,500,100,True,OK,,497
remarks,False,WSJ,114,114,11,114,100,True,OK,,114
remind,False,WSJ,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
remotely,False,WSJ,154,154,11,154,100,True,OK,,151
remove,False,WSJ,252,252,11,252,100,True,OK,,249
rendered,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reporter,False,WSJ,157,157,11,157,100,True,OK,,156
representative,False,WSJ,167,167,11,167,100,True,OK,,166
represented,False,WSJ,141,141,11,141,100,True,OK,,138
require,False,WSJ,847,500,11,500,100,True,OK,,495
required,False,WSJ,614,500,11,500,100,True,OK,,493
requiring,False,WSJ,229,229,11,229,100,True,OK,,228
researching,False,WSJ,68,68,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reservation,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
residence,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
resist,False,WSJ,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
resisted,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
resources,False,WSJ,696,500,11,500,100,True,OK,,493
respect,False,WSJ,94,94,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
respond,False,WSJ,866,500,11,500,100,True,OK,,499
responded,False,WSJ,249,249,11,249,100,True,OK,,248
response,False,WSJ,729,500,11,500,100,True,OK,,496
responsibly,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
restaurant,False,WSJ,231,231,11,231,100,True,OK,,224
result,False,WSJ,749,500,11,500,100,True,OK,,498
retain,False,WSJ,158,158,11,158,100,True,OK,,158
retired,False,WSJ,149,149,11,149,100,True,OK,,148
return,False,WSJ,753,500,11,500,100,True,OK,,493
revealed,False,WSJ,159,159,11,159,100,True,OK,,159
review,False,WSJ,684,500,11,500,100,True,OK,,490
reviewed,False,WSJ,203,203,11,203,100,True,OK,,203
rick,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
risc-v,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
risks,False,WSJ,771,500,11,500,100,True,OK,,490
risky,False,WSJ,147,147,11,147,100,True,OK,,146
rivalry,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
roads,False,WSJ,168,168,11,168,100,True,OK,,168
robotics,False,WSJ,675,500,11,500,100,True,OK,,486
rocket,False,WSJ,175,175,11,175,100,True,OK,,166
rooms,False,WSJ,156,156,11,156,100,True,OK,,154
routine,False,WSJ,171,171,11,171,100,True,OK,,170
roy,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
rules,False,WSJ,1117,500,11,500,100,True,OK,,491
run,False,WSJ,1568,500,11,500,100,True,OK,,491
runner,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
running,False,WSJ,781,500,11,500,100,True,OK,,496
runway,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
safer,False,WSJ,172,172,11,172,100,True,OK,,170
samples,False,WSJ,89,89,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sand,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
santa,False,WSJ,155,155,11,155,100,True,OK,,153
sarah,False,WSJ,121,121,11,121,100,True,OK,,121
satisfying,False,WSJ,25,25,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
saying,False,WSJ,961,500,11,500,100,True,OK,,493
scans,False,WSJ,171,171,11,171,100,True,OK,,170
scarce,False,WSJ,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
schemes,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sciences,False,WSJ,163,163,11,163,100,True,OK,,162
scored,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
scrambled,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
screening,False,WSJ,136,136,11,136,100,True,OK,,135
scroll,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
searching,False,WSJ,137,137,11,137,100,True,OK,,137
securing,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
seeing,False,WSJ,458,458,11,458,100,True,OK,,455
selecting,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sensor,False,WSJ,159,159,11,159,100,True,OK,,159
sentiment,False,WSJ,182,182,11,182,100,True,OK,,182
separated,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
serves,False,WSJ,128,128,11,128,100,True,OK,,128
service,False,WSJ,1977,500,11,500,100,True,OK,,483
serving,False,WSJ,135,135,11,135,100,True,OK,,134
session,False,WSJ,157,157,11,157,100,True,OK,,154
sessions,False,WSJ,141,141,11,141,100,True,OK,,139
settings,False,WSJ,185,185,11,185,100,True,OK,,180
setup,False,WSJ,44,44,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sharply,False,WSJ,226,226,11,226,100,True,OK,,225
shift,False,WSJ,717,500,11,500,100,True,OK,,498
shifting,False,WSJ,206,206,11,206,100,True,OK,,205
shore,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
short,False,WSJ,735,500,11,500,100,True,OK,,494
short-term,False,WSJ,179,179,11,179,100,True,OK,,179
shortly,False,WSJ,138,138,11,138,100,True,OK,,138
shows,False,WSJ,809,500,11,500,100,True,OK,,490
shutdown,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sidelines,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
significant,False,WSJ,810,500,11,500,100,True,OK,,499
silly,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
similar,False,WSJ,1443,500,11,500,100,True,OK,,498
similarly,False,WSJ,207,207,11,207,100,True,OK,,207
simple,False,WSJ,485,485,11,485,100,True,OK,,482
simulations,False,WSJ,91,91,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
single,False,WSJ,697,500,11,500,100,True,OK,,493
six,False,WSJ,837,500,11,500,100,True,OK,,494
skeptical,False,WSJ,177,177,11,177,100,True,OK,,177
skin,False,WSJ,140,140,11,140,100,True,OK,,131
slack,False,WSJ,180,180,11,180,100,True,OK,,177
sleep,False,WSJ,159,159,11,159,100,True,OK,,151
slowly,False,WSJ,141,141,11,141,100,True,OK,,141
small,False,WSJ,1431,500,11,500,100,True,OK,,495
smaller,False,WSJ,806,500,11,500,100,True,OK,,495
smallest,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
snapchat,False,WSJ,153,153,11,153,100,True,OK,,151
so,False,WSJ,6050,500,11,500,100,True,OK,,487
socially,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sold,False,WSJ,843,500,11,500,100,True,OK,,490
sole,False,WSJ,68,68,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
somebody,False,WSJ,124,124,11,124,100,True,OK,,122
sometimes,False,WSJ,885,500,11,500,100,True,OK,,489
somewhat,False,WSJ,143,143,11,143,100,True,OK,,143
son,False,WSJ,681,500,11,500,100,True,OK,,494
sons,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sony,False,WSJ,187,187,11,187,100,True,OK,,183
sorts,False,WSJ,137,137,11,137,100,True,OK,,136
source,False,WSJ,447,447,11,447,100,True,OK,,438
south,False,WSJ,782,500,11,500,100,True,OK,,496
space,False,WSJ,1103,500,11,500,100,True,OK,,486
speed,False,WSJ,707,500,11,500,100,True,OK,,499
spent,False,WSJ,1032,500,11,500,100,True,OK,,492
spies,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
spotify,False,WSJ,113,113,11,113,100,True,OK,,106
spying,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
square,False,WSJ,233,233,11,233,100,True,OK,,218
st,False,WSJ,218,218,11,218,100,True,OK,,97
st-century,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
stack,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
staff,False,WSJ,775,500,11,500,100,True,OK,,496
stages,False,WSJ,175,175,11,175,100,True,OK,,174
stand,False,WSJ,277,277,11,277,100,True,OK,,275
standing,False,WSJ,158,158,11,158,100,True,OK,,158
started,False,WSJ,1386,500,11,500,100,True,OK,,499
starting,False,WSJ,768,500,11,500,100,True,OK,,496
statement,False,WSJ,554,500,11,500,100,True,OK,,494
statements,False,WSJ,193,193,11,193,100,True,OK,,191
static,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
statistics,False,WSJ,203,203,11,203,100,True,OK,,203
stay,False,WSJ,462,462,11,462,100,True,OK,,459
steady,False,WSJ,192,192,11,192,100,True,OK,,192
steel,False,WSJ,156,156,11,156,100,True,OK,,141
stepped,False,WSJ,160,160,11,160,100,True,OK,,159
steve,False,WSJ,262,262,11,262,100,True,OK,,260
store,False,WSJ,767,500,11,500,100,True,OK,,475
strategy,False,WSJ,1332,500,11,500,100,True,OK,,490
streets,False,WSJ,157,157,11,157,100,True,OK,,157
stress,False,WSJ,177,177,11,177,100,True,OK,,176
string,False,WSJ,143,143,11,143,100,True,OK,,142
stroke,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
strong,False,WSJ,1174,500,11,500,100,True,OK,,494
structural,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
structured,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
studied,False,WSJ,159,159,11,159,100,True,OK,,159
study,False,WSJ,1094,500,11,500,100,True,OK,,490
submarine,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
subscription,False,WSJ,192,192,11,192,100,True,OK,,191
substantial,False,WSJ,170,170,11,170,100,True,OK,,170
succeed,False,WSJ,187,187,11,187,100,True,OK,,187
success,False,WSJ,785,500,11,500,100,True,OK,,493
suggesting,False,WSJ,162,162,11,162,100,True,OK,,162
suggestions,False,WSJ,140,140,11,140,100,True,OK,,139
summarizing,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
summers,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sunny,False,WSJ,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
support,False,WSJ,1214,500,11,500,100,True,OK,,494
supports,False,WSJ,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
sure,False,WSJ,816,500,11,500,100,True,OK,,497
surface,False,WSJ,194,194,11,194,100,True,OK,,189
sustainable,False,WSJ,183,183,11,183,100,True,OK,,181
swift,False,WSJ,132,132,11,132,100,True,OK,,130
switch,False,WSJ,190,190,11,190,100,True,OK,,186
switched,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
symbols,False,WSJ,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
synthetic,False,WSJ,131,131,11,131,100,True,OK,,128
systems,False,WSJ,3332,500,11,500,100,True,OK,,476
table,False,WSJ,236,236,11,236,100,True,OK,,230
tactics,False,WSJ,128,128,11,128,100,True,OK,,128
taking,False,WSJ,1241,500,11,500,100,True,OK,,498
tasks,False,WSJ,1075,500,11,500,100,True,OK,,492
technically,False,WSJ,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
tells,False,WSJ,185,185,11,185,100,True,OK,,184
tentative,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
term,False,WSJ,634,500,11,500,100,True,OK,,487
terminator,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
terms,False,WSJ,702,500,11,500,100,True,OK,,493
tested,False,WSJ,282,282,11,282,100,True,OK,,282
testing,False,WSJ,818,500,11,500,100,True,OK,,490
thanksgiving,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
them,False,WSJ,5984,500,11,500,100,True,OK,,476
theme,False,WSJ,156,156,11,156,100,True,OK,,152
themselves,False,WSJ,894,500,11,500,100,True,OK,,495
theory,False,WSJ,242,242,11,242,100,True,OK,,234
therapists,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
thoughts,False,WSJ,158,158,11,158,100,True,OK,,156
threatened,False,WSJ,144,144,11,144,100,True,OK,,144
threw,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
thriving,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
timing,False,WSJ,155,155,11,155,100,True,OK,,154
title,False,WSJ,167,167,11,167,100,True,OK,,163
today,False,WSJ,1871,500,11,500,100,True,OK,,497
tokens,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
tone,False,WSJ,172,172,11,172,100,True,OK,,172
took,False,WSJ,1344,500,11,500,100,True,OK,,500
totally,False,WSJ,81,81,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
